,1,2,3
267,75,0,22
268,77,0,11
269,77,1,12
270,77,0,21
271,77,1,22
272,78,1,11
273,78,1,12
274,78,1,21
275,78,1,22
276,79,0,11
277,79,0,12
278,79,0,21
279,79,1,22
284,81,0,11
285,81,0,12
286,81,0,21
287,81,0,22
288,82,1,11
289,82,1,12
290,82,1,21
291,82,0,22
292,83,0,11
293,83,0,12
294,83,0,21
295,83,0,22
296,84,0,11
297,84,0,12
298,84,0,21
299,84,0,22
300,85,1,11
301,85,1,12
302,85,1,21
303,85,0,22
304,86,1,11
305,86,0,12
306,86,1,21
307,86,1,22
308,87,0,11
309,87,1,12
310,87,0,21
311,87,0,22
312,88,1,11
313,88,1,12
314,88,1,21
315,88,1,22
316,89,0,11
317,89,0,12
318,89,0,21
319,89,0,22
320,90,1,11
321,90,0,12
322,90,1,21
323,90,0,22
324,91,0,11
325,91,0,12
326,91,0,21
327,91,1,22
332,94,0,11
333,94,0,12
334,94,0,21
335,94,0,22
336,95,0,11
337,95,0,12
338,95,0,21
339,95,0,22
340,96,0,11
341,96,0,12
342,96,0,21
343,96,0,22
344,98,0,11
345,98,0,12
346,98,0,21
347,98,0,22
348,99,0,11
349,99,0,12
350,99,0,21
351,99,0,22
356,102,0,11
357,102,0,12
358,102,0,21
359,102,0,22
360,103,1,11
361,103,1,12
362,103,0,21
363,103,0,22
364,104,1,11
365,104,1,12
366,104,1,21
367,104,0,22
368,105,0,11
369,105,1,12
370,105,1,21
371,105,0,22
372,106,1,11
373,106,0,12
374,106,1,21
375,106,1,22
376,108,0,11
377,108,0,12
378,108,0,21
379,108,0,22
384,110,0,11
385,110,0,12
386,110,0,21
387,110,0,22
388,111,1,11
389,111,1,12
390,111,0,21
391,111,1,22
392,112,0,11
393,112,0,12
394,112,0,21
395,112,0,22
400,114,0,11
401,114,0,12
402,114,0,21
403,114,0,22
404,115,0,11
405,115,1,12
406,115,0,21
407,115,1,22
408,116,0,11
409,116,0,12
410,116,0,21
411,116,0,22
412,117,0,11
413,117,0,12
414,117,0,21
415,117,0,22
416,118,1,11
417,118,0,12
418,118,1,21
419,118,0,22
420,119,0,11
421,119,0,12
422,119,0,21
423,119,0,22
424,120,0,11
425,120,0,12
426,120,0,21
427,120,0,22
428,121,1,11
429,121,0,12
430,121,1,21
431,121,0,22
432,122,0,11
433,122,0,12
434,122,1,21
435,122,0,22
436,124,0,11
437,124,0,12
438,124,0,21
439,124,0,22
440,125,0,11
441,125,0,12
442,125,0,21
443,125,0,22
444,126,0,11
445,126,0,12
446,126,0,21
447,126,0,22
452,128,1,11
453,128,0,12
454,128,0,21
455,128,0,22
456,129,0,11
457,129,0,12
458,129,0,21
459,129,0,22
468,132,0,11
469,132,1,12
470,132,1,21
471,132,1,22
472,133,0,11
473,133,0,12
474,133,0,21
475,133,0,22
476,134,0,11
477,134,0,12
478,134,0,21
479,134,0,22
480,135,1,11
481,135,0,12
482,135,0,21
483,135,0,22
484,136,1,11
485,136,0,12
486,136,0,21
487,136,0,22
488,137,0,11
489,137,1,12
490,137,0,21
491,137,0,22
492,138,1,11
493,138,0,12
494,138,0,21
495,138,0,22
496,139,0,11
497,139,0,12
498,139,0,21
499,139,0,22
500,140,0,11
501,140,0,12
502,140,0,21
503,140,0,22
504,142,0,11
505,142,0,12
506,142,0,21
507,142,0,22
512,144,0,11
513,144,0,12
514,144,0,21
515,144,0,22
516,145,0,11
517,145,0,12
518,145,0,21
519,145,0,22
520,146,0,11
521,146,1,12
522,146,1,21
523,146,0,22
524,148,1,11
525,148,0,12
526,148,1,21
527,148,0,22
528,149,0,11
529,149,0,12
530,149,0,21
531,149,0,22
532,150,1,11
533,150,1,12
534,150,1,21
535,150,0,22
536,151,1,11
537,151,0,12
538,151,0,21
539,151,0,22
540,152,1,11
541,152,0,12
542,152,1,21
543,152,0,22
544,153,0,11
545,153,0,12
546,153,0,21
547,153,0,22
552,156,0,11
553,156,0,12
554,156,1,21
555,156,0,22
556,157,0,11
557,157,1,12
558,157,0,21
559,157,1,22
560,158,1,11
561,158,0,12
562,158,0,21
563,158,0,22
564,159,1,11
565,159,0,12
566,159,0,21
567,159,1,22
568,160,0,11
569,160,0,12
570,160,0,21
571,160,1,22
576,163,0,11
577,163,0,12
578,163,0,21
579,163,1,22
584,165,0,11
585,165,1,12
586,165,1,21
587,165,0,22
588,166,0,11
589,166,0,12
590,166,0,21
591,166,0,22
592,167,1,11
593,167,0,12
594,167,0,21
595,167,0,22
600,169,0,11
601,169,0,12
602,169,0,21
603,169,0,22
604,170,1,11
605,170,0,12
606,170,0,21
607,170,0,22
608,171,0,11
609,171,1,12
610,171,0,21
611,171,0,22
612,172,0,11
613,172,0,12
614,172,0,21
615,172,0,22
616,173,0,11
617,173,0,12
618,173,0,21
619,173,0,22
620,175,0,11
621,175,0,12
622,175,0,21
623,175,0,22
624,176,0,11
625,176,0,12
626,176,0,21
627,176,0,22
628,177,1,11
629,177,0,12
630,177,0,21
631,177,0,22
632,178,1,11
633,178,0,12
634,178,0,21
635,178,0,22
636,179,1,11
637,179,1,12
638,179,1,21
639,179,1,22
640,180,0,11
641,180,0,12
642,180,0,21
643,180,1,22
644,181,1,11
645,181,1,12
646,181,1,21
647,181,0,22
652,183,0,11
653,183,1,12
654,183,1,21
655,183,1,22
656,184,0,11
657,184,0,12
658,184,1,21
659,184,1,22
660,185,0,11
661,185,0,12
662,185,0,21
663,185,0,22
664,186,1,11
665,186,0,12
666,186,1,21
667,186,0,22
668,187,0,11
669,187,0,12
670,187,0,21
671,187,0,22
676,189,0,11
677,189,0,12
678,189,1,21
679,189,1,22
680,190,1,11
681,190,0,12
682,190,1,21
683,190,0,22
684,191,0,11
685,191,0,12
686,191,1,21
687,191,0,22
688,192,1,11
689,192,0,12
690,192,1,21
691,192,0,22
692,193,0,11
693,193,0,12
694,193,0,21
695,193,0,22
696,194,0,11
697,194,0,12
698,194,0,21
699,194,0,22
700,195,0,11
701,195,0,12
702,195,1,21
703,195,0,22
704,197,0,11
705,197,0,12
706,197,1,21
707,197,0,22
708,199,1,11
709,199,0,12
710,199,1,21
711,199,0,22
712,200,1,11
713,200,0,12
714,200,0,21
715,200,1,22
716,201,0,11
717,201,0,12
718,201,0,21
719,201,0,22
720,202,0,11
721,202,0,12
722,202,0,21
723,202,0,22
724,203,0,11
725,203,0,12
726,203,0,21
727,203,0,22
728,204,0,11
729,204,1,12
730,204,0,21
731,204,0,22
732,206,0,11
733,206,0,12
734,206,1,21
735,206,0,22
740,208,0,11
741,208,1,12
742,208,0,21
743,208,0,22
744,209,0,11
745,209,1,12
746,209,0,21
747,209,0,22
748,210,0,11
749,210,0,12
750,210,0,21
751,210,0,22
752,211,1,11
753,211,1,12
754,211,1,21
755,211,1,22
756,212,0,11
757,212,0,12
758,212,0,21
759,212,0,22
760,213,0,11
761,213,1,12
762,213,0,21
763,213,0,22
764,214,0,11
765,214,0,12
766,214,0,21
767,214,1,22
768,215,0,11
769,215,0,12
770,215,0,21
771,215,0,22
772,217,1,11
773,217,0,12
774,217,0,21
775,217,0,22
780,219,0,11
781,219,0,12
782,219,0,21
783,219,0,22
784,220,1,11
785,220,0,12
786,220,0,21
787,220,0,22
788,221,1,11
789,221,1,12
790,221,1,21
791,221,1,22
792,222,0,11
793,222,0,12
794,222,0,21
795,222,0,22
796,223,0,11
797,223,0,12
798,223,0,21
799,223,0,22
800,224,0,11
801,224,0,12
802,224,0,21
803,224,0,22
812,227,1,11
813,227,1,12
814,227,1,21
815,227,1,22
816,228,0,11
817,228,1,12
818,228,0,21
819,228,0,22
820,229,0,11
821,229,0,12
822,229,0,21
823,229,0,22
824,230,0,11
825,230,0,12
826,230,0,21
827,230,0,22
828,231,1,11
829,231,1,12
830,231,1,21
831,231,1,22
832,233,0,11
833,233,0,12
834,233,0,21
835,233,0,22
836,235,1,11
837,235,0,12
838,235,0,21
839,235,0,22
840,236,0,11
841,236,0,12
842,236,0,21
843,236,0,22
844,237,0,11
845,237,0,12
846,237,0,21
847,237,0,22
856,240,0,11
857,240,0,12
858,240,0,21
859,240,0,22
860,241,0,11
861,241,0,12
862,241,0,21
863,241,0,22
864,242,1,11
865,242,0,12
866,242,0,21
867,242,0,22
868,243,1,11
869,243,1,12
870,243,0,21
871,243,0,22
872,244,0,11
873,244,0,12
874,244,0,21
875,244,0,22
876,245,1,11
877,245,0,12
878,245,0,21
879,245,0,22
880,246,0,11
881,246,0,12
882,246,1,21
883,246,0,22
884,247,0,11
885,247,0,12
886,247,0,21
887,247,0,22
888,248,1,11
889,248,0,12
890,248,0,21
891,248,0,22
892,250,0,11
893,250,0,12
894,250,0,21
895,250,1,22
896,251,0,11
897,251,0,12
898,251,0,21
899,251,0,22
900,252,0,11
901,252,1,12
902,252,0,21
903,252,0,22
904,253,1,11
905,253,1,12
906,253,1,21
907,253,1,22
908,254,0,11
909,254,0,12
910,254,0,21
911,254,0,22
912,255,0,11
913,255,0,12
914,255,0,21
915,255,0,22
916,256,0,11
917,256,1,12
918,256,1,21
919,256,1,22
920,257,1,11
921,257,0,12
922,257,0,21
923,257,0,22
924,258,0,11
925,258,0,12
926,258,0,21
927,258,0,22
928,259,0,11
929,259,0,12
930,259,0,21
931,259,0,22
932,261,0,11
933,261,0,12
934,261,0,21
935,261,0,22
936,262,1,11
937,262,1,12
938,262,1,21
939,262,1,22
940,263,1,11
941,263,1,12
942,263,0,21
943,263,1,22
944,264,0,11
945,264,0,12
946,264,1,21
947,264,0,22
948,266,0,11
949,266,0,12
950,266,0,21
951,266,0,22
960,269,1,11
961,269,1,12
962,269,1,21
963,269,1,22
964,270,1,11
965,270,1,12
966,270,1,21
967,270,1,22
968,271,0,11
969,271,0,12
970,271,0,21
971,271,0,22
972,272,0,11
973,272,0,12
974,272,0,21
975,272,0,22
980,275,0,11
981,275,1,12
982,275,0,21
983,275,1,22
984,276,0,11
985,276,1,12
986,276,0,21
987,276,0,22
988,277,1,11
989,277,1,12
990,277,0,21
991,277,0,22
992,278,0,11
993,278,0,12
994,278,0,21
995,278,0,22
996,279,1,11
997,279,0,12
998,279,0,21
999,279,0,22
1000,280,0,11
1001,280,0,12
1002,280,0,21
1003,280,0,22
1004,281,1,11
1005,281,1,12
1006,281,0,21
1007,281,0,22
1008,282,1,11
1009,282,0,12
1010,282,1,21
1011,282,0,22
1016,284,0,11
1017,284,0,12
1018,284,0,21
1019,284,0,22
1020,286,0,11
1021,286,0,12
1022,286,0,21
1023,286,0,22
1024,287,0,11
1025,287,0,12
1026,287,0,21
1027,287,0,22
1028,288,0,11
1029,288,0,12
1030,288,0,21
1031,288,0,22
1032,289,1,11
1033,289,0,12
1034,289,1,21
1035,289,0,22
1036,290,1,11
1037,290,1,12
1038,290,1,21
1039,290,0,22
1044,292,1,11
1045,292,1,12
1046,292,1,21
1047,292,1,22
1048,293,0,11
1049,293,0,12
1050,293,0,21
1051,293,0,22
1052,294,0,11
1053,294,0,12
1054,294,1,21
1055,294,0,22
1056,296,0,11
1057,296,0,12
1058,296,0,21
1059,296,0,22
1060,297,0,11
1061,297,0,12
1062,297,0,21
1063,297,0,22
1064,298,0,11
1065,298,0,12
1066,298,0,21
1067,298,0,22
1068,299,0,11
1069,299,0,12
1070,299,0,21
1071,299,0,22
1072,300,1,11
1073,300,1,12
1074,300,1,21
1075,300,1,22
1076,301,0,11
1077,301,1,12
1078,301,0,21
1079,301,1,22
1080,303,0,11
1081,303,0,12
1082,303,0,21
1083,303,1,22
1084,304,0,11
1085,304,1,12
1086,304,1,21
1087,304,1,22
1088,305,1,11
1089,305,1,12
1090,305,1,21
1091,305,0,22
1092,306,0,11
1093,306,1,12
1094,306,0,21
1095,306,0,22
1096,307,0,11
1097,307,0,12
1098,307,0,21
1099,307,1,22
1100,308,0,11
1101,308,0,12
1102,308,0,21
1103,308,0,22
1104,309,0,11
1105,309,0,12
1106,309,0,21
1107,309,0,22
1108,310,0,11
1109,310,0,12
1110,310,1,21
1111,310,0,22
1112,311,0,11
1113,311,0,12
1114,311,0,21
1115,311,0,22
1120,314,0,11
1121,314,1,12
1122,314,0,21
1123,314,0,22
1124,315,0,11
1125,315,0,12
1126,315,0,21
1127,315,0,22
1128,316,0,11
1129,316,0,12
1130,316,0,21
1131,316,0,22
1132,317,0,11
1133,317,0,12
1134,317,0,21
1135,317,0,22
1136,318,0,11
1137,318,1,12
1138,318,0,21
1139,318,0,22
1140,319,0,11
1141,319,1,12
1142,319,0,21
1143,319,0,22
1144,320,1,11
1145,320,0,12
1146,320,0,21
1147,320,0,22
1148,321,0,11
1149,321,0,12
1150,321,0,21
1151,321,0,22
1152,323,1,11
1153,323,1,12
1154,323,1,21
1155,323,1,22
1160,325,0,11
1161,325,0,12
1162,325,0,21
1163,325,0,22
1164,326,0,11
1165,326,0,12
1166,326,0,21
1167,326,0,22
1172,328,1,11
1173,328,1,12
1174,328,1,21
1175,328,1,22
1176,329,1,11
1177,329,0,12
1178,329,1,21
1179,329,1,22
1180,330,1,11
1181,330,0,12
1182,330,1,21
1183,330,0,22
1184,331,0,11
1185,331,0,12
1186,331,0,21
1187,331,0,22
1188,332,1,11
1189,332,1,12
1190,332,1,21
1191,332,0,22
1192,333,0,11
1193,333,0,12
1194,333,0,21
1195,333,0,22
1196,334,0,11
1197,334,0,12
1198,334,1,21
1199,334,1,22
1200,335,0,11
1201,335,0,12
1202,335,0,21
1203,335,0,22
1204,336,1,11
1205,336,1,12
1206,336,1,21
1207,336,1,22
1208,337,0,11
1209,337,0,12
1210,337,0,21
1211,337,1,22
1212,338,0,11
1213,338,0,12
1214,338,0,21
1215,338,0,22
1216,339,0,11
1217,339,0,12
1218,339,0,21
1219,339,0,22
1224,342,1,11
1225,342,1,12
1226,342,1,21
1227,342,1,22
1228,344,1,11
1229,344,1,12
1230,344,0,21
1231,344,1,22
1232,345,1,11
1233,345,0,12
1234,345,1,21
1235,345,1,22
1240,347,0,11
1241,347,0,12
1242,347,0,21
1243,347,1,22
1244,349,0,11
1245,349,0,12
1246,349,0,21
1247,349,0,22
1248,350,0,11
1249,350,0,12
1250,350,0,21
1251,350,1,22
1256,352,0,11
1257,352,0,12
1258,352,0,21
1259,352,0,22
1260,353,0,11
1261,353,0,12
1262,353,0,21
1263,353,0,22
1264,355,0,11
1265,355,0,12
1266,355,0,21
1267,355,0,22
1268,356,0,11
1269,356,0,12
1270,356,0,21
1271,356,0,22
1272,357,1,11
1273,357,0,12
1274,357,1,21
1275,357,0,22
1276,358,0,11
1277,358,0,12
1278,358,0,21
1279,358,0,22
1280,359,1,11
1281,359,0,12
1282,359,0,21
1283,359,0,22
1284,360,0,11
1285,360,0,12
1286,360,0,21
1287,360,0,22
1288,362,0,11
1289,362,0,12
1290,362,0,21
1291,362,0,22
1292,363,0,11
1293,363,0,12
1294,363,0,21
1295,363,0,22
1296,364,0,11
1297,364,0,12
1298,364,0,21
1299,364,0,22
1300,365,0,11
1301,365,0,12
1302,365,0,21
1303,365,0,22
1304,366,0,11
1305,366,0,12
1306,366,0,21
1307,366,0,22
1312,368,0,11
1313,368,0,12
1314,368,0,21
1315,368,0,22
1320,370,1,11
1321,370,1,12
1322,370,0,21
1323,370,1,22
1324,372,0,11
1325,372,0,12
1326,372,0,21
1327,372,0,22
1328,373,0,11
1329,373,0,12
1330,373,0,21
1331,373,0,22
1332,374,0,11
1333,374,0,12
1334,374,0,21
1335,374,0,22
1336,375,0,11
1337,375,0,12
1338,375,0,21
1339,375,0,22
1340,376,1,11
1341,376,0,12
1342,376,1,21
1343,376,0,22
1344,377,0,11
1345,377,0,12
1346,377,0,21
1347,377,1,22
1348,378,0,11
1349,378,0,12
1350,378,0,21
1351,378,0,22
1352,379,0,11
1353,379,0,12
1354,379,0,21
1355,379,0,22
1356,380,1,11
1357,380,1,12
1358,380,0,21
1359,380,0,22
1360,381,1,11
1361,381,0,12
1362,381,0,21
1363,381,0,22
1364,382,0,11
1365,382,0,12
1366,382,0,21
1367,382,0,22
1368,383,1,11
1369,383,1,12
1370,383,1,21
1371,383,1,22
1372,384,1,11
1373,384,0,12
1374,384,0,21
1375,384,0,22
1380,387,0,11
1381,387,0,12
1382,387,0,21
1383,387,0,22
1384,388,0,11
1385,388,0,12
1386,388,0,21
1387,388,0,22
1388,389,0,11
1389,389,0,12
1390,389,0,21
1391,389,1,22
1392,390,0,11
1393,390,0,12
1394,390,0,21
1395,390,0,22
1396,391,0,11
1397,391,1,12
1398,391,0,21
1399,391,0,22
1400,392,0,11
1401,392,0,12
1402,392,1,21
1403,392,0,22
1404,393,0,11
1405,393,0,12
1406,393,0,21
1407,393,0,22
1408,394,0,11
1409,394,0,12
1410,394,0,21
1411,394,1,22
1412,395,0,11
1413,395,0,12
1414,395,0,21
1415,395,0,22
1416,396,1,11
1417,396,0,12
1418,396,1,21
1419,396,0,22
1420,397,0,11
1421,397,1,12
1422,397,1,21
1423,397,1,22
1428,400,1,11
1429,400,0,12
1430,400,1,21
1431,400,0,22
1432,401,0,11
1433,401,0,12
1434,401,0,21
1435,401,0,22
1436,402,0,11
1437,402,0,12
1438,402,0,21
1439,402,0,22
1440,403,0,11
1441,403,0,12
1442,403,0,21
1443,403,0,22
1448,405,1,11
1449,405,1,12
1450,405,1,21
1451,405,1,22
1456,407,1,11
1457,407,0,12
1458,407,1,21
1459,407,0,22
1460,408,1,11
1461,408,1,12
1462,408,0,21
1463,408,0,22
1464,409,0,11
1465,409,0,12
1466,409,0,21
1467,409,0,22
1468,410,0,11
1469,410,0,12
1470,410,0,21
1471,410,0,22
1472,411,1,11
1473,411,1,12
1474,411,0,21
1475,411,0,22
1476,412,0,11
1477,412,0,12
1478,412,0,21
1479,412,0,22
1480,413,1,11
1481,413,1,12
1482,413,1,21
1483,413,1,22
1484,414,1,11
1485,414,0,12
1486,414,1,21
1487,414,0,22
1488,415,0,11
1489,415,0,12
1490,415,0,21
1491,415,0,22
1496,418,1,11
1497,418,0,12
1498,418,1,21
1499,418,1,22
1500,419,1,11
1501,419,0,12
1502,419,1,21
1503,419,1,22
1504,420,0,11
1505,420,0,12
1506,420,0,21
1507,420,0,22
1512,422,0,11
1513,422,0,12
1514,422,0,21
1515,422,0,22
1516,423,0,11
1517,423,0,12
1518,423,0,21
1519,423,0,22
1520,425,0,11
1521,425,0,12
1522,425,0,21
1523,425,0,22
1528,427,0,11
1529,427,0,12
1530,427,0,21
1531,427,0,22
1532,429,0,11
1533,429,0,12
1534,429,0,21
1535,429,1,22
1536,430,0,11
1537,430,1,12
1538,430,0,21
1539,430,0,22
1540,431,0,11
1541,431,0,12
1542,431,0,21
1543,431,0,22
1544,432,1,11
1545,432,1,12
1546,432,1,21
1547,432,0,22
1548,433,0,11
1549,433,0,12
1550,433,0,21
1551,433,0,22
1552,434,1,11
1553,434,1,12
1554,434,1,21
1555,434,0,22
1556,435,0,11
1557,435,0,12
1558,435,0,21
1559,435,0,22
1560,436,1,11
1561,436,0,12
1562,436,1,21
1563,436,0,22
1564,437,0,11
1565,437,0,12
1566,437,0,21
1567,437,0,22
1568,438,0,11
1569,438,0,12
1570,438,1,21
1571,438,0,22
1572,439,0,11
1573,439,0,12
1574,439,0,21
1575,439,0,22
1576,440,1,11
1577,440,0,12
1578,440,0,21
1579,440,0,22
1584,442,0,11
1585,442,0,12
1586,442,0,21
1587,442,0,22
1592,444,1,11
1593,444,1,12
1594,444,1,21
1595,444,0,22
1596,445,0,11
1597,445,0,12
1598,445,0,21
1599,445,0,22
1600,446,1,11
1601,446,0,12
1602,446,0,21
1603,446,0,22
1604,447,0,11
1605,447,0,12
1606,447,0,21
1607,447,0,22
1608,449,0,11
1609,449,0,12
1610,449,0,21
1611,449,0,22
1612,450,1,11
1613,450,0,12
1614,450,0,21
1615,450,0,22
1616,451,0,11
1617,451,0,12
1618,451,0,21
1619,451,0,22
1620,452,0,11
1621,452,0,12
1622,452,0,21
1623,452,0,22
1624,453,0,11
1625,453,1,12
1626,453,0,21
1627,453,0,22
1628,454,0,11
1629,454,0,12
1630,454,0,21
1631,454,0,22
1632,455,0,11
1633,455,0,12
1634,455,0,21
1635,455,1,22
1636,456,0,11
1637,456,1,12
1638,456,1,21
1639,456,1,22
1640,457,1,11
1641,457,1,12
1642,457,1,21
1643,457,0,22
1644,458,0,11
1645,458,0,12
1646,458,0,21
1647,458,0,22
1652,460,0,11
1653,460,0,12
1654,460,0,21
1655,460,0,22
1656,461,1,11
1657,461,0,12
1658,461,0,21
1659,461,0,22
1660,462,1,11
1661,462,0,12
1662,462,1,21
1663,462,0,22
1664,463,1,11
1665,463,0,12
1666,463,0,21
1667,463,0,22
1676,467,1,11
1677,467,1,12
1678,467,0,21
1679,467,1,22
1680,468,1,11
1681,468,0,12
1682,468,0,21
1683,468,0,22
1684,469,0,11
1685,469,0,12
1686,469,0,21
1687,469,0,22
1688,470,0,11
1689,470,0,12
1690,470,1,21
1691,470,0,22
1692,471,1,11
1693,471,0,12
1694,471,1,21
1695,471,0,22
1696,472,0,11
1697,472,0,12
1698,472,0,21
1699,472,0,22
1700,473,0,11
1701,473,0,12
1702,473,0,21
1703,473,0,22
1704,475,0,11
1705,475,0,12
1706,475,0,21
1707,475,0,22
1708,476,0,11
1709,476,0,12
1710,476,0,21
1711,476,0,22
1712,478,0,11
1713,478,1,12
1714,478,1,21
1715,478,1,22
1716,479,0,11
1717,479,0,12
1718,479,0,21
1719,479,0,22
1720,480,0,11
1721,480,0,12
1722,480,0,21
1723,480,0,22
1724,481,0,11
1725,481,0,12
1726,481,0,21
1727,481,0,22
1728,482,1,11
1729,482,1,12
1730,482,1,21
1731,482,1,22
1732,483,1,11
1733,483,0,12
1734,483,1,21
1735,483,0,22
1740,485,1,11
1741,485,1,12
1742,485,1,21
1743,485,0,22
1744,486,0,11
1745,486,1,12
1746,486,0,21
1747,486,1,22
1748,487,1,11
1749,487,0,12
1750,487,0,21
1751,487,0,22
1752,488,0,11
1753,488,0,12
1754,488,0,21
1755,488,0,22
1756,490,1,11
1757,490,0,12
1758,490,1,21
1759,490,1,22
1760,491,0,11
1761,491,0,12
1762,491,0,21
1763,491,0,22
1764,492,1,11
1765,492,1,12
1766,492,0,21
1767,492,0,22
1768,493,0,11
1769,493,0,12
1770,493,0,21
1771,493,0,22
1772,494,0,11
1773,494,0,12
1774,494,0,21
1775,494,0,22
1776,496,1,11
1777,496,1,12
1778,496,1,21
1779,496,1,22
1784,498,1,11
1785,498,1,12
1786,498,1,21
1787,498,1,22
1788,499,0,11
1789,499,1,12
1790,499,1,21
1791,499,0,22
1796,501,0,11
1797,501,0,12
1798,501,0,21
1799,501,0,22
1800,502,0,11
1801,502,0,12
1802,502,0,21
1803,502,0,22
1804,503,1,11
1805,503,1,12
1806,503,1,21
1807,503,0,22
1808,504,1,11
1809,504,1,12
1810,504,0,21
1811,504,0,22
1812,505,0,11
1813,505,0,12
1814,505,1,21
1815,505,0,22
1816,506,0,11
1817,506,0,12
1818,506,0,21
1819,506,0,22
1820,507,1,11
1821,507,1,12
1822,507,1,21
1823,507,1,22
1824,508,0,11
1825,508,0,12
1826,508,0,21
1827,508,0,22
1828,509,0,11
1829,509,0,12
1830,509,0,21
1831,509,0,22
1832,511,0,11
1833,511,0,12
1834,511,1,21
1835,511,0,22
1836,512,0,11
1837,512,0,12
1838,512,0,21
1839,512,0,22
1840,513,0,11
1841,513,0,12
1842,513,0,21
1843,513,0,22
1844,515,0,11
1845,515,1,12
1846,515,0,21
1847,515,0,22
1848,516,1,11
1849,516,1,12
1850,516,1,21
1851,516,1,22
1852,517,1,11
1853,517,1,12
1854,517,1,21
1855,517,0,22
1860,519,0,11
1861,519,0,12
1862,519,0,21
1863,519,0,22
1864,520,0,11
1865,520,0,12
1866,520,0,21
1867,520,0,22
1868,521,0,11
1869,521,0,12
1870,521,0,21
1871,521,1,22
1872,522,0,11
1873,522,0,12
1874,522,0,21
1875,522,0,22
1876,523,0,11
1877,523,0,12
1878,523,0,21
1879,523,0,22
1884,525,0,11
1885,525,0,12
