66,12,0
66,21,1
66,22,0
67,11,0
67,12,0
67,21,0
67,22,0
68,11,0
68,12,0
68,21,0
68,22,0
69,11,0
69,12,0
69,21,0
69,22,0
70,11,0
70,12,0
70,21,0
70,22,0
71,11,0
71,12,0
71,21,0
71,22,0
72,11,1
72,12,0
72,21,0
72,22,1
73,11,1
73,12,1
73,21,0
73,22,0
74,11,1
74,12,0
74,21,1
74,22,1
75,11,0
75,12,0
75,21,1
75,22,0
76,11,1
76,12,0
76,21,1
76,22,0
77,11,0
77,12,1
77,21,0
77,22,1
78,11,1
78,12,1
78,21,1
78,22,1
79,11,0
79,12,0
79,21,0
79,22,1
80,11,1
80,12,0
80,21,0
80,22,0
81,11,0
81,12,0
81,21,0
81,22,0
82,11,1
82,12,1
82,21,1
82,22,0
83,11,0
83,12,0
83,21,0
83,22,0
84,11,0
84,12,0
84,21,0
84,22,0
85,11,1
85,12,1
85,21,1
85,22,0
86,11,1
86,12,0
86,21,1
86,22,1
87,11,0
87,12,1
87,21,0
87,22,0
88,11,1
88,12,1
88,21,1
88,22,1
89,11,0
89,12,0
89,21,0
89,22,0
90,11,1
90,12,0
90,21,1
90,22,0
91,11,0
91,12,0
91,21,0
91,22,1
92,11,0
92,12,0
92,21,0
92,22,0
93,11,0
93,12,0
93,21,0
93,22,0
94,11,0
94,12,0
94,21,0
94,22,0
95,11,0
95,12,0
95,21,0
95,22,0
96,11,0
96,12,0
96,21,0
96,22,0
97,11,0
97,12,0
97,21,0
97,22,0
98,11,0
98,12,0
98,21,0
98,22,0
99,11,0
99,12,0
99,21,0
99,22,0
100,11,1
100,12,0
100,21,0
100,22,1
101,11,0
101,12,1
101,21,1
101,22,0
102,11,0
102,12,0
102,21,0
102,22,0
103,11,1
103,12,1
103,21,0
103,22,0
104,11,1
104,12,1
104,21,1
104,22,0
105,11,0
105,12,1
105,21,1
105,22,0
106,11,1
106,12,0
106,21,1
106,22,1
107,11,1
107,12,1
107,21,1
107,22,0
108,11,0
108,12,0
108,21,0
108,22,0
109,11,0
109,12,0
109,21,0
109,22,0
110,11,0
110,12,0
110,21,0
110,22,0
111,11,1
111,12,1
111,21,0
111,22,1
112,11,0
112,12,0
112,21,0
112,22,0
113,11,0
113,12,1
113,21,0
113,22,0
114,11,0
114,12,0
114,21,0
114,22,0
115,11,0
115,12,1
115,21,0
115,22,1
116,11,0
116,12,0
116,21,0
116,22,0
117,11,0
117,12,0
117,21,0
117,22,0
118,11,1
118,12,0
118,21,1
118,22,0
119,11,0
119,12,0
119,21,0
119,22,0
120,11,0
120,12,0
120,21,0
120,22,0
121,11,1
121,12,0
121,21,1
121,22,0
122,11,0
122,12,0
122,21,1
122,22,0
123,11,0
123,12,0
123,21,0
123,22,0
124,11,0
124,12,0
124,21,0
124,22,0
125,11,0
125,12,0
125,21,0
125,22,0
126,11,0
126,12,0
126,21,0
126,22,0
127,11,1
127,12,1
127,21,1
127,22,1
128,11,1
128,12,0
128,21,0
128,22,0
129,11,0
129,12,0
129,21,0
129,22,0
130,11,0
130,12,0
130,21,0
130,22,0
131,11,0
131,12,0
131,21,0
131,22,0
132,11,0
132,12,1
132,21,1
132,22,1
133,11,0
133,12,0
133,21,0
133,22,0
134,11,0
134,12,0
134,21,0
134,22,0
135,11,1
135,12,0
135,21,0
135,22,0
136,11,1
136,12,0
136,21,0
136,22,0
137,11,0
137,12,1
137,21,0
137,22,0
138,11,1
138,12,0
138,21,0
138,22,0
139,11,0
139,12,0
139,21,0
139,22,0
140,11,0
140,12,0
140,21,0
140,22,0
141,11,0
141,12,0
141,21,0
141,22,0
142,11,0
142,12,0
142,21,0
142,22,0
143,11,0
143,12,0
143,21,0
143,22,0
144,11,0
144,12,0
144,21,0
144,22,0
145,11,0
145,12,0
145,21,0
145,22,0
146,11,0
146,12,1
146,21,1
146,22,0
147,11,0
147,12,0
147,21,0
147,22,0
148,11,1
148,12,0
148,21,1
148,22,0
149,11,0
149,12,0
149,21,0
149,22,0
150,11,1
150,12,1
150,21,1
150,22,0
151,11,1
151,12,0
151,21,0
151,22,0
152,11,1
152,12,0
152,21,1
152,22,0
153,11,0
153,12,0
153,21,0
153,22,0
154,11,0
154,12,0
154,21,0
154,22,0
155,11,1
155,12,0
155,21,1
155,22,1
156,11,0
156,12,0
156,21,1
156,22,0
157,11,0
157,12,1
157,21,0
157,22,1
158,11,1
158,12,0
158,21,0
158,22,0
159,11,1
159,12,0
159,21,0
159,22,1
160,11,0
160,12,0
160,21,0
160,22,1
161,11,0
161,12,1
161,21,0
161,22,0
162,11,0
162,12,0
162,21,0
162,22,0
163,11,0
163,12,0
163,21,0
163,22,1
164,11,1
164,12,0
164,21,1
164,22,1
165,11,0
165,12,1
165,21,1
165,22,0
166,11,0
166,12,0
166,21,0
166,22,0
167,11,1
167,12,0
167,21,0
167,22,0
168,11,0
168,12,0
168,21,0
168,22,0
169,11,0
169,12,0
169,21,0
169,22,0
170,11,1
170,12,0
170,21,0
170,22,0
171,11,0
171,12,1
171,21,0
171,22,0
172,11,0
172,12,0
172,21,0
172,22,0
173,11,0
173,12,0
173,21,0
173,22,0
174,11,0
174,12,0
174,21,0
174,22,0
175,11,0
175,12,0
175,21,0
175,22,0
176,11,0
176,12,0
176,21,0
176,22,0
177,11,1
177,12,0
177,21,0
177,22,0
178,11,1
178,12,0
178,21,0
178,22,0
179,11,1
179,12,1
179,21,1
179,22,1
180,11,0
180,12,0
180,21,0
180,22,1
181,11,1
181,12,1
181,21,1
181,22,0
182,11,0
182,12,0
182,21,0
182,22,0
183,11,0
183,12,1
183,21,1
183,22,1
184,11,0
184,12,0
184,21,1
184,22,1
185,11,0
185,12,0
185,21,0
185,22,0
186,11,1
186,12,0
186,21,1
186,22,0
187,11,0
187,12,0
187,21,0
187,22,0
188,11,1
188,12,1
188,21,1
188,22,1
189,11,0
189,12,0
189,21,1
189,22,1
190,11,1
190,12,0
190,21,1
190,22,0
191,11,0
191,12,0
191,21,1
191,22,0
192,11,1
192,12,0
192,21,1
192,22,0
193,11,0
193,12,0
193,21,0
193,22,0
194,11,0
194,12,0
194,21,0
194,22,0
195,11,0
195,12,0
195,21,1
195,22,0
196,11,0
196,12,0
196,21,0
196,22,0
197,11,0
197,12,0
197,21,1
197,22,0
198,11,0
198,12,0
198,21,0
198,22,0
199,11,1
199,12,0
199,21,1
199,22,0
200,11,1
200,12,0
200,21,0
200,22,1
201,11,0
201,12,0
201,21,0
201,22,0
202,11,0
202,12,0
202,21,0
202,22,0
203,11,0
203,12,0
203,21,0
203,22,0
204,11,0
204,12,1
204,21,0
204,22,0
205,11,1
205,12,0
205,21,0
205,22,0
206,11,0
206,12,0
206,21,1
206,22,0
207,11,0
207,12,0
207,21,0
207,22,0
208,11,0
208,12,1
208,21,0
208,22,0
209,11,0
209,12,1
209,21,0
209,22,0
210,11,0
210,12,0
210,21,0
210,22,0
211,11,1
211,12,1
211,21,1
211,22,1
212,11,0
212,12,0
212,21,0
212,22,0
213,11,0
213,12,1
213,21,0
213,22,0
214,11,0
214,12,0
214,21,0
214,22,1
215,11,0
215,12,0
215,21,0
215,22,0
216,11,0
216,12,0
216,21,0
216,22,0
217,11,1
217,12,0
217,21,0
217,22,0
218,11,0
218,12,0
218,21,0
218,22,0
219,11,0
219,12,0
219,21,0
219,22,0
220,11,1
220,12,0
220,21,0
220,22,0
221,11,1
221,12,1
221,21,1
221,22,1
222,11,0
222,12,0
222,21,0
222,22,0
223,11,0
223,12,0
223,21,0
223,22,0
224,11,0
224,12,0
224,21,0
224,22,0
225,11,0
225,12,0
225,21,0
225,22,0
226,11,1
226,12,0
226,21,1
226,22,0
227,11,1
227,12,1
227,21,1
227,22,1
228,11,0
228,12,1
228,21,0
228,22,0
229,11,0
229,12,0
229,21,0
229,22,0
230,11,0
230,12,0
230,21,0
230,22,0
231,11,1
231,12,1
231,21,1
231,22,1
232,11,0
232,12,0
232,21,0
232,22,0
233,11,0
233,12,0
233,21,0
233,22,0
234,11,0
234,12,1
234,21,0
234,22,0
235,11,1
235,12,0
235,21,0
235,22,0
236,11,0
236,12,0
236,21,0
236,22,0
237,11,0
237,12,0
237,21,0
237,22,0
238,11,0
238,12,0
238,21,0
238,22,0
239,11,1
239,12,1
239,21,0
239,22,1
240,11,0
240,12,0
240,21,0
240,22,0
241,11,0
241,12,0
241,21,0
241,22,0
242,11,1
242,12,0
242,21,0
242,22,0
243,11,1
243,12,1
243,21,0
243,22,0
244,11,0
244,12,0
244,21,0
244,22,0
245,11,1
245,12,0
245,21,0
245,22,0
246,11,0
246,12,0
246,21,1
246,22,0
247,11,0
247,12,0
247,21,0
247,22,0
248,11,1
248,12,0
248,21,0
248,22,0
249,11,0
249,12,0
249,21,0
249,22,0
250,11,0
250,12,0
250,21,0
250,22,1
251,11,0
251,12,0
251,21,0
251,22,0
252,11,0
252,12,1
252,21,0
252,22,0
253,11,1
253,12,1
253,21,1
253,22,1
254,11,0
254,12,0
254,21,0
254,22,0
255,11,0
255,12,0
255,21,0
255,22,0
256,11,0
256,12,1
256,21,1
256,22,1
257,11,1
257,12,0
257,21,0
257,22,0
258,11,0
258,12,0
258,21,0
258,22,0
259,11,0
259,12,0
259,21,0
259,22,0
260,11,0
260,12,0
260,21,0
260,22,0
261,11,0
261,12,0
261,21,0
261,22,0
262,11,1
262,12,1
262,21,1
262,22,1
263,11,1
263,12,1
263,21,0
263,22,1
264,11,0
264,12,0
264,21,1
264,22,0
265,11,0
265,12,0
265,21,0
265,22,0
266,11,0
266,12,0
266,21,0
266,22,0
267,11,0
267,12,0
267,21,0
267,22,0
268,11,1
268,12,1
268,21,0
268,22,0
269,11,1
269,12,1
269,21,1
269,22,1
270,11,1
270,12,1
270,21,1
270,22,1
271,11,0
271,12,0
271,21,0
271,22,0
272,11,0
272,12,0
272,21,0
272,22,0
273,11,0
273,12,1
273,21,0
273,22,0
274,11,1
274,12,1
274,21,1
274,22,0
275,11,0
275,12,1
275,21,0
275,22,1
276,11,0
276,12,1
276,21,0
276,22,0
277,11,1
277,12,1
277,21,0
277,22,0
278,11,0
278,12,0
278,21,0
278,22,0
279,11,1
279,12,0
279,21,0
279,22,0
280,11,0
280,12,0
280,21,0
280,22,0
281,11,1
281,12,1
281,21,0
281,22,0
282,11,1
282,12,0
282,21,1
282,22,0
283,11,0
283,12,0
283,21,0
283,22,0
284,11,0
284,12,0
284,21,0
284,22,0
285,11,1
285,12,1
285,21,1
285,22,1
286,11,0
286,12,0
286,21,0
286,22,0
287,11,0
287,12,0
287,21,0
287,22,0
288,11,0
288,12,0
288,21,0
288,22,0
289,11,1
289,12,0
289,21,1
289,22,0
290,11,1
290,12,1
290,21,1
290,22,0
291,11,1
291,12,0
291,21,1
291,22,0
292,11,1
292,12,1
292,21,1
292,22,1
293,11,0
293,12,0
293,21,0
293,22,0
294,11,0
294,12,0
294,21,1
294,22,0
295,11,0
295,12,0
295,21,0
295,22,0
296,11,0
296,12,0
296,21,0
296,22,0
297,11,0
297,12,0
297,21,0
297,22,0
298,11,0
298,12,0
298,21,0
298,22,0
299,11,0
299,12,0
299,21,0
299,22,0
300,11,1
300,12,1
300,21,1
300,22,1
301,11,0
301,12,1
301,21,0
301,22,1
302,11,0
302,12,1
302,21,1
302,22,1
303,11,0
303,12,0
303,21,0
303,22,1
304,11,0
304,12,1
304,21,1
304,22,1
305,11,1
305,12,1
305,21,1
305,22,0
306,11,0
306,12,1
306,21,0
306,22,0
307,11,0
307,12,0
307,21,0
307,22,1
308,11,0
308,12,0
308,21,0
308,22,0
309,11,0
309,12,0
309,21,0
309,22,0
310,11,0
310,12,0
310,21,1
310,22,0
311,11,0
311,12,0
311,21,0
311,22,0
312,11,0
312,12,0
312,21,0
312,22,0
313,11,0
313,12,1
313,21,0
313,22,0
314,11,0
314,12,1
314,21,0
314,22,0
315,11,0
315,12,0
315,21,0
315,22,0
316,11,0
316,12,0
316,21,0
316,22,0
317,11,0
317,12,0
317,21,0
317,22,0
318,11,0
318,12,1
318,21,0
318,22,0
319,11,0
319,12,1
319,21,0
319,22,0
320,11,1
320,12,0
320,21,0
320,22,0
321,11,0
321,12,0
321,21,0
321,22,0
322,11,1
322,12,1
322,21,1
322,22,1
323,11,1
323,12,1
323,21,1
323,22,1
324,11,0
324,12,0
324,21,0
324,22,0
325,11,0
325,12,0
325,21,0
325,22,0
326,11,0
326,12,0
326,21,0
326,22,0
327,11,0
327,12,1
327,21,0
327,22,0
328,11,1
328,12,1
328,21,1
328,22,1
329,11,1
329,12,0
329,21,1
329,22,1
330,11,1
330,12,0
330,21,1
330,22,0
331,11,0
331,12,0
331,21,0
331,22,0
332,11,1
332,12,1
332,21,1
332,22,0
333,11,0
333,12,0
333,21,0
333,22,0
334,11,0
334,12,0
334,21,1
334,22,1
335,11,0
335,12,0
335,21,0
335,22,0
336,11,1
336,12,1
336,21,1
336,22,1
337,11,0
337,12,0
337,21,0
337,22,1
338,11,0
338,12,0
338,21,0
338,22,0
339,11,0
339,12,0
339,21,0
339,22,0
340,11,0
340,12,1
340,21,0
340,22,0
341,11,0
341,12,0
341,21,0
341,22,0
342,11,1
342,12,1
342,21,1
342,22,1
343,11,0
343,12,0
343,21,0
343,22,0
344,11,1
344,12,1
344,21,0
344,22,1
345,11,1
345,12,0
345,21,1
345,22,1
346,11,0
346,12,1
346,21,0
346,22,0
347,11,0
347,12,0
347,21,0
347,22,1
348,11,0
348,12,1
348,21,0
348,22,0
349,11,0
349,12,0
349,21,0
349,22,0
350,11,0
350,12,0
350,21,0
350,22,1
351,11,1
351,12,0
351,21,0
351,22,0
352,11,0
352,12,0
352,21,0
352,22,0
353,11,0
353,12,0
353,21,0
353,22,0
354,11,0
354,12,0
354,21,0
354,22,0
355,11,0
355,12,0
355,21,0
355,22,0
356,11,0
356,12,0
356,21,0
356,22,0
357,11,1
357,12,0
357,21,1
357,22,0
358,11,0
358,12,0
358,21,0
358,22,0
359,11,1
359,12,0
359,21,0
359,22,0
360,11,0
360,12,0
360,21,0
360,22,0
361,11,0
361,12,0
361,21,0
361,22,0
362,11,0
362,12,0
362,21,0
362,22,0
363,11,0
363,12,0
363,21,0
363,22,0
364,11,0
364,12,0
364,21,0
364,22,0
365,11,0
365,12,0
365,21,0
365,22,0
366,11,0
366,12,0
366,21,0
366,22,0
367,11,1
367,12,1
367,21,0
367,22,1
368,11,0
368,12,0
368,21,0
368,22,0
369,11,0
369,12,0
369,21,0
369,22,0
370,11,1
370,12,1
370,21,0
370,22,1
371,11,1
371,12,0
371,21,0
371,22,0
372,11,0
372,12,0
372,21,0
372,22,0
373,11,0
373,12,0
373,21,0
373,22,0
374,11,0
374,12,0
374,21,0
374,22,0
375,11,0
375,12,0
375,21,0
375,22,0
376,11,1
376,12,0
376,21,1
376,22,0
377,11,0
377,12,0
377,21,0
377,22,1
378,11,0
378,12,0
378,21,0
378,22,0
379,11,0
379,12,0
379,21,0
379,22,0
380,11,1
380,12,1
380,21,0
380,22,0
381,11,1
381,12,0
381,21,0
381,22,0
382,11,0
382,12,0
382,21,0
382,22,0
383,11,1
383,12,1
383,21,1
383,22,1
384,11,1
384,12,0
384,21,0
384,22,0
385,11,0
385,12,0
385,21,0
385,22,0
386,11,1
386,12,0
386,21,0
386,22,0
387,11,0
387,12,0
387,21,0
387,22,0
388,11,0
388,12,0
388,21,0
388,22,0
389,11,0
389,12,0
389,21,0
389,22,1
390,11,0
390,12,0
390,21,0
390,22,0
391,11,0
391,12,1
391,21,0
391,22,0
392,11,0
392,12,0
392,21,1
392,22,0
393,11,0
393,12,0
393,21,0
393,22,0
394,11,0
394,12,0
394,21,0
394,22,1
395,11,0
395,12,0
395,21,0
395,22,0
396,11,1
396,12,0
396,21,1
396,22,0
397,11,0
397,12,1
397,21,1
397,22,1
398,11,1
398,12,1
398,21,0
398,22,0
399,11,0
399,12,0
399,21,0
399,22,0
400,11,1
400,12,0
400,21,1
400,22,0
401,11,0
401,12,0
401,21,0
401,22,0
402,11,0
402,12,0
402,21,0
402,22,0
403,11,0
403,12,0
403,21,0
403,22,0
404,11,0
404,12,0
404,21,0
404,22,0
405,11,1
405,12,1
405,21,1
405,22,1
406,11,1
406,12,0
406,21,1
406,22,0
407,11,1
407,12,0
407,21,1
407,22,0
408,11,1
408,12,1
408,21,0
408,22,0
409,11,0
409,12,0
409,21,0
409,22,0
410,11,0
410,12,0
410,21,0
410,22,0
411,11,1
411,12,1
411,21,0
411,22,0
412,11,0
412,12,0
412,21,0
412,22,0
413,11,1
413,12,1
413,21,1
413,22,1
414,11,1
414,12,0
414,21,1
414,22,0
415,11,0
415,12,0
415,21,0
415,22,0
416,11,0
416,12,0
416,21,1
416,22,0
417,11,0
417,12,1
417,21,0
417,22,0
418,11,1
418,12,0
418,21,1
418,22,1
419,11,1
419,12,0
419,21,1
419,22,1
420,11,0
420,12,0
420,21,0
420,22,0
421,11,1
421,12,0
421,21,1
421,22,0
422,11,0
422,12,0
422,21,0
422,22,0
423,11,0
423,12,0
423,21,0
423,22,0
424,11,0
424,12,0
424,21,0
424,22,0
425,11,0
425,12,0
425,21,0
425,22,0
426,11,1
426,12,0
426,21,0
426,22,0
427,11,0
427,12,0
427,21,0
427,22,0
428,11,0
428,12,0
428,21,1
428,22,0
429,11,0
429,12,0
429,21,0
429,22,1
430,11,0
430,12,1
430,21,0
430,22,0
431,11,0
431,12,0
431,21,0
431,22,0
432,11,1
432,12,1
432,21,1
432,22,0
433,11,0
433,12,0
433,21,0
433,22,0
434,11,1
434,12,1
434,21,1
434,22,0
435,11,0
435,12,0
435,21,0
435,22,0
436,11,1
436,12,0
436,21,1
436,22,0
437,11,0
437,12,0
437,21,0
437,22,0
438,11,0
438,12,0
438,21,1
438,22,0
439,11,0
439,12,0
439,21,0
439,22,0
440,11,1
440,12,0
440,21,0
440,22,0
441,11,0
441,12,0
441,21,0
441,22,0
442,11,0
442,12,0
442,21,0
442,22,0
443,11,1
443,12,1
443,21,1
443,22,1
444,11,1
444,12,1
444,21,1
444,22,0
445,11,0
445,12,0
445,21,0
445,22,0
446,11,1
446,12,0
446,21,0
446,22,0
447,11,0
447,12,0
447,21,0
447,22,0
448,11,0
448,12,0
448,21,1
448,22,1
449,11,0
449,12,0
449,21,0
449,22,0
450,11,1
450,12,0
450,21,0
450,22,0
451,11,0
451,12,0
451,21,0
451,22,0
452,11,0
452,12,0
452,21,0
452,22,0
453,11,0
453,12,1
453,21,0
453,22,0
454,11,0
454,12,0
454,21,0
454,22,0
455,11,0
455,12,0
455,21,0
455,22,1
456,11,0
456,12,1
456,21,1
456,22,1
457,11,1
457,12,1
457,21,1
457,22,0
458,11,0
458,12,0
458,21,0
458,22,0
459,11,0
459,12,0
459,21,0
459,22,0
460,11,0
460,12,0
460,21,0
460,22,0
461,11,1
461,12,0
461,21,0
461,22,0
462,11,1
462,12,0
462,21,1
462,22,0
463,11,1
463,12,0
463,21,0
463,22,0
464,11,0
464,12,0
464,21,0
464,22,0
465,11,1
465,12,1
465,21,1
465,22,0
466,11,1
466,12,0
466,21,1
466,22,1
467,11,1
467,12,1
467,21,0
467,22,1
468,11,1
468,12,0
468,21,0
468,22,0
469,11,0
469,12,0
469,21,0
469,22,0
470,11,0
470,12,0
470,21,1
470,22,0
471,11,1
471,12,0
471,21,1
471,22,0
472,11,0
472,12,0
472,21,0
472,22,0
473,11,0
473,12,0
473,21,0
473,22,0
474,11,1
474,12,1
474,21,1
474,22,1
475,11,0
475,12,0
475,21,0
475,22,0
476,11,0
476,12,0
476,21,0
476,22,0
477,11,0
477,12,0
477,21,0
477,22,0
478,11,0
478,12,1
478,21,1
478,22,1
479,11,0
479,12,0
479,21,0
479,22,0
480,11,0
480,12,0
480,21,0
480,22,0
481,11,0
481,12,0
481,21,0
481,22,0
482,11,1
482,12,1
482,21,1
482,22,1
483,11,1
483,12,0
483,21,1
483,22,0
484,11,0
484,12,0
484,21,1
484,22,1
485,11,1
485,12,1
485,21,1
485,22,0
486,11,0
486,12,1
486,21,0
486,22,1
487,11,1
487,12,0
487,21,0
487,22,0
488,11,0
488,12,0
488,21,0
488,22,0
489,11,1
489,12,1
489,21,1
489,22,1
490,11,1
490,12,0
490,21,1
490,22,1
491,11,0
491,12,0
491,21,0
491,22,0
492,11,1
492,12,1
492,21,0
492,22,0
493,11,0
493,12,0
493,21,0
493,22,0
494,11,0
494,12,0
494,21,0
494,22,0
495,11,0
495,12,0
495,21,1
495,22,0
496,11,1
496,12,1
496,21,1
496,22,1
497,11,0
497,12,0
497,21,0
497,22,0
498,11,1
498,12,1
498,21,1
498,22,1
499,11,0
499,12,1
499,21,1
499,22,0
500,11,0
500,12,0
500,21,0
500,22,0
501,11,0
501,12,0
501,21,0
501,22,0
502,11,0
502,12,0
502,21,0
502,22,0
503,11,1
503,12,1
503,21,1
503,22,0
504,11,1
504,12,1
504,21,0
504,22,0
505,11,0
505,12,0
505,21,1
505,22,0
506,11,0
506,12,0
506,21,0
506,22,0
507,11,1
507,12,1
507,21,1
507,22,1
508,11,0
508,12,0
508,21,0
508,22,0
509,11,0
509,12,0
509,21,0
509,22,0
510,11,0
510,12,0
510,21,0
510,22,1
511,11,0
511,12,0
511,21,1
511,22,0
512,11,0
512,12,0
512,21,0
512,22,0
513,11,0
513,12,0
513,21,0
513,22,0
514,11,0
514,12,0
514,21,0
514,22,0
515,11,0
515,12,1
515,21,0
515,22,0
516,11,1
516,12,1
516,21,1
516,22,1
517,11,1
517,12,1
517,21,1
517,22,0
518,11,1
518,12,1
518,21,1
518,22,0
519,11,0
519,12,0
519,21,0
519,22,0
520,11,0
520,12,0
520,21,0
520,22,0
521,11,0
521,12,0
521,21,0
521,22,1
522,11,0
522,12,0
522,21,0
522,22,0
523,11,0
523,12,0
523,21,0
523,22,0
524,11,0
524,12,0
524,21,0
524,22,0
525,11,0
525,12,0
525,21,0
525,22,0
526,11,1
526,12,1
526,21,0
526,22,1
527,11,0
527,12,1
527,21,1
527,22,0
528,11,0
528,12,0
528,21,0
528,22,0
529,11,1
529,12,1
529,21,1
529,22,1
530,11,1
530,12,1
530,21,0
530,22,1
531,11,0
531,12,0
531,21,0
531,22,0
532,11,1
532,12,1
532,21,1
532,22,0
533,11,1
533,12,1
533,21,1
533,22,1
534,11,1
534,12,1
534,21,1
534,22,1
535,11,1
535,12,1
535,21,1
535,22,0
536,11,0
536,12,0
536,21,0
536,22,0
537,11,0
537,12,0
537,21,0
537,22,0
538,11,1
538,12,0
538,21,0
538,22,0
539,11,0
539,12,0
539,21,0
539,22,0
540,11,0
540,12,0
540,21,1
540,22,0
541,11,0
541,12,0
541,21,0
541,22,0
542,11,0
542,12,0
542,21,0
542,22,0
543,11,0
543,12,1
543,21,0
543,22,0
544,11,0
544,12,0
544,21,0
544,22,0
545,11,0
545,12,0
545,21,0
545,22,0
546,11,1
546,12,1
546,21,1
546,22,1
547,11,1
547,12,1
547,21,1
547,22,0
548,11,0
548,12,0
548,21,0
548,22,0
549,11,0
549,12,1
549,21,1
549,22,0
550,11,0
550,12,0
550,21,0
550,22,0
551,11,0
551,12,0
551,21,0
551,22,0
552,11,1
552,12,0
552,21,1
552,22,1
553,11,0
553,12,0
553,21,0
553,22,0
554,11,0
554,12,0
554,21,0
554,22,1
555,11,1
555,12,1
555,21,0
555,22,1
556,11,0
556,12,0
556,21,0
556,22,1
557,11,0
557,12,0
557,21,0
557,22,0
558,11,1
558,12,1
558,21,1
558,22,0
559,11,0
559,12,1
559,21,1
559,22,1
560,11,1
560,12,1
560,21,1
560,22,1
561,11,1
561,12,0
561,21,0
561,22,0
562,11,1
562,12,0
562,21,0
562,22,1
563,11,0
563,12,0
563,21,0
563,22,0
564,11,0
564,12,0
564,21,0
564,22,0
565,11,1
565,12,1
565,21,0
565,22,1
566,11,0
566,12,0
566,21,0
566,22,0
567,11,0
567,12,0
567,21,1
567,22,1
568,11,0
568,12,0
568,21,0
568,22,0
569,11,1
569,12,1
569,21,1
569,22,1
570,11,0
570,12,0
570,21,0
570,22,0
571,11,0
571,12,1
571,21,0
571,22,1
572,11,0
572,12,0
572,21,0
572,22,0
573,11,1
573,12,1
573,21,0
573,22,0
574,11,1
574,12,1
574,21,1
574,22,1
575,11,0
575,12,1
575,21,1
575,22,1
576,11,1
576,12,1
576,21,1
576,22,1
577,11,1
577,12,1
577,21,1
577,22,1
578,11,1
578,12,1
578,21,1
578,22,0
579,11,0
579,12,0
579,21,1
579,22,0
580,11,0
580,12,0
580,21,0
580,22,0
581,11,1
581,12,1
581,21,1
581,22,1
582,11,0
582,12,1
582,21,0
582,22,1
583,11,0
583,12,0
583,21,0
583,22,0
584,11,1
